settlement_id,payment_id,order_id,settlement_date,gross_amount,fee,tax,adjustment,net_amount,status
SET_42_8,PAY_42_152,ORD_42_164,2026-08-28T05:31:55.728420Z,39639,792,142,0,38704,settled
SET_42_8,PAY_42_153,ORD_42_165,2026-08-28T05:31:55.728420Z,185283,3705,667,0,180910,settled
SET_42_8,PAY_42_154,ORD_42_166,2026-08-28T05:31:55.728420Z,86838,1736,312,0,84789,settled
SET_42_8,PAY_42_155,ORD_42_167,2026-08-28T05:31:55.728420Z,54320,1086,195,0,53038,settled
SET_42_8,PAY_42_156,ORD_42_168,2026-08-28T05:31:55.728420Z,153212,3064,551,0,149596,settled
SET_42_8,PAY_42_157,ORD_42_169,2026-08-28T05:31:55.728420Z,151013,3020,543,0,147449,settled
SET_42_8,PAY_42_159,ORD_42_171,2026-08-28T05:31:55.728420Z,109943,2198,395,0,107349,settled
SET_42_8,PAY_42_160,ORD_42_172,2026-08-28T05:31:55.728420Z,158239,3164,569,0,154505,settled
SET_42_8,PAY_42_162,ORD_42_174,2026-08-28T05:31:55.728420Z,88214,1764,317,0,86132,settled
SET_42_8,PAY_42_163,ORD_42_175,2026-08-28T05:31:55.728420Z,43365,867,156,0,42341,settled
SET_42_8,PAY_42_164,ORD_42_177,2026-08-28T05:31:55.728420Z,148051,2961,532,0,144557,settled
SET_42_8,PAY_42_165,ORD_42_178,2026-08-28T05:31:55.728420Z,112458,2249,404,0,109804,settled
SET_42_8,PAY_42_166,ORD_42_179,2026-08-28T05:31:55.728420Z,13281,265,47,0,12968,settled
SET_42_8,PAY_42_168,ORD_42_181,2026-08-28T05:31:55.728420Z,99485,1989,358,0,97137,settled
SET_42_8,PAY_42_169,ORD_42_182,2026-08-28T05:31:55.728420Z,21571,431,77,0,21062,settled
SET_42_8,PAY_42_170,ORD_42_184,2026-08-28T05:31:55.728420Z,170531,3410,613,0,166507,settled
SET_42_8,PAY_42_171,ORD_42_186,2026-08-28T05:31:55.728420Z,5442,108,19,0,5314,settled
SET_42_8,PAY_42_172,ORD_42_187,2026-08-28T05:31:55.728420Z,124241,2484,447,0,121309,settled
SET_42_8,PAY_42_173,ORD_42_188,2026-08-28T05:31:55.728420Z,57238,1144,206,0,55887,settled
SET_42_8,PAY_42_174,ORD_42_189,2026-08-28T05:31:55.728420Z,96803,1936,348,0,94518,settled
SET_42_9,PAY_42_175,ORD_42_190,2026-08-28T05:31:55.728457Z,196164,3923,706,0,191534,settled
SET_42_9,PAY_42_176,ORD_42_191,2026-08-28T05:31:55.728457Z,81636,1632,293,0,79710,settled
SET_42_9,PAY_42_178,ORD_42_193,2026-08-28T05:31:55.728457Z,187536,3750,675,0,183110,settled
SET_42_9,PAY_42_179,ORD_42_194,2026-08-28T05:31:55.728457Z,164527,3290,592,0,160644,settled
SET_42_9,PAY_42_180,ORD_42_195,2026-08-28T05:31:55.728457Z,79158,1583,284,0,77290,settled
SET_42_9,PAY_42_181,ORD_42_196,2026-08-28T05:31:55.728457Z,31833,636,114,0,31082,settled
SET_42_9,PAY_42_182,ORD_42_197,2026-08-28T05:31:55.728457Z,10866,217,39,0,10609,settled
SET_42_9,PAY_42_183,ORD_42_198,2026-08-28T05:31:55.728457Z,97242,1944,350,0,94947,settled
SET_42_9,PAY_42_184,ORD_42_199,2026-08-28T05:31:55.728457Z,3416,68,12,0,3335,settled
SET_42_9,PAY_42_186,ORD_42_202,2026-08-28T05:31:55.728457Z,192460,3849,692,0,187918,settled
SET_42_9,PAY_42_188,ORD_42_204,2026-08-28T05:31:55.728457Z,126845,2536,456,0,123852,settled
SET_42_9,PAY_42_189,ORD_42_205,2026-08-28T05:31:55.728457Z,70458,1409,253,0,68795,settled
SET_42_9,PAY_42_190,ORD_42_206,2026-08-28T05:31:55.728457Z,22818,456,82,0,22279,settled
SET_42_9,PAY_42_191,ORD_42_207,2026-08-28T05:31:55.728457Z,196832,3936,708,0,192187,settled
SET_42_9,PAY_42_192,ORD_42_208,2026-08-28T05:31:55.728457Z,99449,1988,358,0,97102,settled
SET_42_9,PAY_42_193,ORD_42_209,2026-08-28T05:31:55.728457Z,85300,1706,307,0,83287,settled
SET_42_9,PAY_42_194,ORD_42_210,2026-08-28T05:31:55.728457Z,67825,1356,244,0,66224,settled
SET_42_9,PAY_42_195,ORD_42_211,2026-08-28T05:31:55.728457Z,72522,1450,261,0,70810,settled
SET_42_9,PAY_42_196,ORD_42_212,2026-08-28T05:31:55.728457Z,50184,1003,180,0,49000,settled
SET_42_9,PAY_42_197,ORD_42_213,2026-08-28T05:31:55.728457Z,128177,2563,461,0,125152,settled
SET_42_10,PAY_42_198,ORD_42_214,2026-08-25T05:31:55.728497Z,124904,2498,449,0,121956,settled
SET_42_10,PAY_42_199,ORD_42_215,2026-08-25T05:31:55.728497Z,4620,92,16,0,4511,settled
SET_42_10,PAY_42_200,ORD_42_216,2026-08-25T05:31:55.728497Z,181447,3628,653,0,177165,settled
SET_42_10,PAY_42_201,ORD_42_217,2026-08-25T05:31:55.728497Z,96836,1936,348,0,94551,settled
SET_42_10,PAY_42_202,ORD_42_219,2026-08-25T05:31:55.728497Z,92325,1846,332,0,90146,settled
SET_42_10,PAY_42_203,ORD_42_220,2026-08-25T05:31:55.728497Z,66003,1320,237,0,64445,settled
SET_42_10,PAY_42_204,ORD_42_221,2026-08-25T05:31:55.728497Z,82819,1656,298,0,80864,settled
SET_42_10,PAY_42_205,ORD_42_222,2026-08-25T05:31:55.728497Z,199903,3998,719,0,195185,settled
SET_42_10,PAY_42_206,ORD_42_223,2026-08-25T05:31:55.728497Z,193720,3874,697,0,189148,settled
SET_42_10,PAY_42_207,ORD_42_224,2026-08-25T05:31:55.728497Z,199383,3987,717,0,194678,settled
SET_42_10,PAY_42_208,ORD_42_225,2026-08-25T05:31:55.728497Z,50986,1019,183,0,49783,settled
SET_42_10,PAY_42_209,ORD_42_228,2026-08-25T05:31:55.728497Z,76681,1533,276,0,74871,settled
SET_42_10,PAY_42_210,ORD_42_229,2026-08-25T05:31:55.728497Z,197439,3948,710,0,192780,settled
SET_42_10,PAY_42_211,ORD_42_230,2026-08-25T05:31:55.728497Z,74637,1492,268,0,72876,settled
SET_42_10,PAY_42_212,ORD_42_232,2026-08-25T05:31:55.728497Z,125333,2506,451,0,122375,settled
SET_42_10,PAY_42_213,ORD_42_233,2026-08-25T05:31:55.728497Z,129008,2580,464,0,125963,settled
SET_42_10,PAY_42_214,ORD_42_234,2026-08-25T05:31:55.728497Z,14153,283,50,0,13819,settled
SET_42_10,PAY_42_215,ORD_42_235,2026-08-25T05:31:55.728497Z,79748,1594,287,0,77866,settled
SET_42_10,PAY_42_216,ORD_42_236,2026-08-25T05:31:55.728497Z,146395,2927,527,0,142940,settled
SET_42_10,PAY_42_217,ORD_42_237,2026-08-25T05:31:55.728497Z,162214,3244,583,0,158386,settled
SET_42_11,PAY_42_218,ORD_42_238,2026-08-28T05:31:55.728536Z,118199,2363,425,0,115410,settled
SET_42_11,PAY_42_219,ORD_42_240,2026-08-28T05:31:55.728536Z,162898,3257,586,0,159054,settled
SET_42_11,PAY_42_220,ORD_42_241,2026-08-28T05:31:55.728536Z,54570,1091,196,0,53282,settled
SET_42_11,PAY_42_221,ORD_42_242,2026-08-28T05:31:55.728536Z,21382,427,76,0,20878,settled
SET_42_11,PAY_42_222,ORD_42_243,2026-08-28T05:31:55.728536Z,19777,395,71,0,19310,settled
SET_42_11,PAY_42_223,ORD_42_244,2026-08-28T05:31:55.728536Z,180814,3616,650,0,176547,settled
SET_42_11,PAY_42_224,ORD_42_245,2026-08-28T05:31:55.728536Z,60780,1215,218,0,59346,settled
SET_42_11,PAY_42_225,ORD_42_246,2026-08-28T05:31:55.728536Z,119121,2382,428,0,116310,settled
SET_42_11,PAY_42_226,ORD_42_247,2026-08-28T05:31:55.728536Z,69451,1389,250,0,67811,settled
SET_42_11,PAY_42_227,ORD_42_248,2026-08-28T05:31:55.728536Z,173425,3468,624,0,169332,settled
SET_42_11,PAY_42_228,ORD_42_249,2026-08-28T05:31:55.728536Z,30187,603,108,0,29475,settled
SET_42_11,PAY_42_229,ORD_42_250,2026-08-28T05:31:55.728536Z,69733,1394,251,0,68087,settled
SET_42_11,PAY_42_230,ORD_42_251,2026-08-28T05:31:55.728536Z,43595,871,156,0,42567,settled
SET_42_11,PAY_42_231,ORD_42_252,2026-08-28T05:31:55.728536Z,149314,2986,537,0,145790,settled
SET_42_11,PAY_42_232,ORD_42_253,2026-08-28T05:31:55.728536Z,122966,2459,442,0,120064,settled
SET_42_11,PAY_42_233,ORD_42_254,2026-08-28T05:31:55.728536Z,71467,1429,257,0,69780,settled
SET_42_11,PAY_42_234,ORD_42_255,2026-08-28T05:31:55.728536Z,21187,423,76,0,20687,settled
SET_42_11,PAY_42_235,ORD_42_256,2026-08-28T05:31:55.728536Z,84594,1691,304,0,82598,settled
SET_42_11,PAY_42_236,ORD_42_259,2026-08-28T05:31:55.728536Z,70750,1415,254,0,69081,settled
SET_42_11,PAY_42_237,ORD_42_260,2026-08-28T05:31:55.728536Z,123438,2468,444,0,120525,settled
SET_42_12,PAY_42_238,ORD_42_261,2026-08-28T05:31:55.728576Z,73017,1460,262,0,71294,settled
SET_42_12,PAY_42_239,ORD_42_262,2026-08-28T05:31:55.728576Z,166505,3330,599,0,162575,settled
SET_42_12,PAY_42_240,ORD_42_263,2026-08-28T05:31:55.728576Z,91315,1826,328,0,89160,settled
SET_42_12,PAY_42_241,ORD_42_264,2026-08-28T05:31:55.728576Z,27520,550,99,0,26870,settled
SET_42_12,PAY_42_242,ORD_42_265,2026-08-28T05:31:55.728576Z,181942,3638,654,0,177649,settled
SET_42_12,PAY_42_243,ORD_42_266,2026-08-28T05:31:55.728576Z,105076,2101,378,0,102596,settled
SET_42_12,PAY_42_244,ORD_42_267,2026-08-28T05:31:55.728576Z,119329,2386,429,0,116513,settled
SET_42_12,PAY_42_245,ORD_42_269,2026-08-28T05:31:55.728576Z,134998,2699,485,0,131813,settled
SET_42_12,PAY_42_246,ORD_42_270,2026-08-28T05:31:55.728576Z,142337,2846,512,0,138978,settled
SET_42_12,PAY_42_247,ORD_42_271,2026-08-28T05:31:55.728576Z,136005,2720,489,0,132795,settled
SET_42_12,PAY_42_248,ORD_42_272,2026-08-28T05:31:55.728576Z,164047,3280,590,0,160176,settled
SET_42_12,PAY_42_249,ORD_42_273,2026-08-28T05:31:55.728576Z,70107,1402,252,0,68452,settled
SET_42_12,PAY_42_250,ORD_42_274,2026-08-28T05:31:55.728576Z,183142,3662,659,0,178820,settled
SET_42_12,PAY_42_251,ORD_42_275,2026-08-28T05:31:55.728576Z,159712,3194,574,0,155943,settled
SET_42_12,PAY_42_252,ORD_42_276,2026-08-28T05:31:55.728576Z,81561,1631,293,0,79636,settled
SET_42_12,PAY_42_253,ORD_42_277,2026-08-28T05:31:55.728576Z,24534,490,88,0,23955,settled
SET_42_12,PAY_42_254,ORD_42_278,2026-08-28T05:31:55.728576Z,30893,617,111,0,30164,settled
SET_42_12,PAY_42_255,ORD_42_279,2026-08-28T05:31:55.728576Z,187953,3759,676,0,183517,settled
SET_42_12,PAY_42_256,ORD_42_280,2026-08-28T05:31:55.728576Z,109018,2180,392,0,106445,settled
SET_42_12,PAY_42_257,ORD_42_281,2026-08-28T05:31:55.728576Z,119843,2396,431,0,117015,settled
SET_42_13,PAY_42_258,ORD_42_282,2026-08-26T05:31:55.728614Z,157223,3144,566,0,153512,settled
SET_42_13,PAY_42_259,ORD_42_283,2026-08-26T05:31:55.728614Z,18400,368,66,0,17966,settled
SET_42_13,PAY_42_260,ORD_42_284,2026-08-26T05:31:55.728614Z,133200,2664,479,0,130057,settled
SET_42_13,PAY_42_261,ORD_42_285,2026-08-26T05:31:55.728614Z,190429,3808,685,0,185935,settled
SET_42_13,PAY_42_262,ORD_42_286,2026-08-26T05:31:55.728614Z,173099,3461,623,0,169014,settled
