payment_id,order_id,customer_id,amount,currency,method,status,captured_at,created_at
PAY_42_16,ORD_42_17,CUST_47730,118958,INR,upi,captured,2026-08-20T05:31:55.723815Z,2026-08-20T05:31:55.723815Z
PAY_42_17,ORD_42_18,CUST_36174,97140,INR,card,captured,2026-08-09T05:31:55.723819Z,2026-08-09T05:31:55.723819Z
PAY_42_18,ORD_42_19,CUST_47748,184077,INR,wallet,captured,2026-08-19T05:31:55.723824Z,2026-08-19T05:31:55.723824Z
PAY_42_19,ORD_42_20,CUST_2710,159780,INR,wallet,failed,,2026-08-06T05:31:55.723829Z
PAY_42_20,ORD_42_21,CUST_23470,64275,INR,card,captured,2026-08-15T05:31:55.723833Z,2026-08-15T05:31:55.723833Z
PAY_42_21,ORD_42_22,CUST_37624,167872,INR,netbanking,captured,2026-08-26T05:31:55.723837Z,2026-08-26T05:31:55.723837Z
PAY_42_22,ORD_42_23,CUST_29038,85108,INR,wallet,captured,2026-08-25T05:31:55.723841Z,2026-08-25T05:31:55.723841Z
PAY_42_23,ORD_42_24,CUST_6931,8514,INR,card,captured,2026-08-24T05:31:55.723845Z,2026-08-24T05:31:55.723845Z
PAY_42_24,ORD_42_25,CUST_8260,17450,INR,card,failed,,2026-08-02T05:31:55.723850Z
PAY_42_25,ORD_42_26,CUST_7769,188296,INR,upi,captured,2026-08-04T05:31:55.723854Z,2026-08-04T05:31:55.723854Z
PAY_42_26,ORD_42_27,CUST_49430,103812,INR,upi,captured,2026-08-13T05:31:55.723859Z,2026-08-13T05:31:55.723859Z
PAY_42_27,ORD_42_28,CUST_25271,37552,INR,upi,captured,2026-08-02T05:31:55.723863Z,2026-08-02T05:31:55.723863Z
PAY_42_28,ORD_42_29,CUST_47038,147259,INR,card,captured,2026-08-27T05:31:55.723867Z,2026-08-27T05:31:55.723867Z
PAY_42_29,ORD_42_30,CUST_12714,112411,INR,wallet,captured,2026-07-30T05:31:55.723871Z,2026-07-30T05:31:55.723871Z
PAY_42_30,ORD_42_32,CUST_17061,129472,INR,wallet,captured,2026-08-10T05:31:55.723875Z,2026-08-10T05:31:55.723875Z
PAY_42_31,ORD_42_33,CUST_26078,28843,INR,upi,captured,2026-08-15T05:31:55.723879Z,2026-08-15T05:31:55.723879Z
PAY_42_32,ORD_42_34,CUST_12305,178484,INR,netbanking,captured,2026-08-23T05:31:55.723883Z,2026-08-23T05:31:55.723883Z
PAY_42_33,ORD_42_35,CUST_43887,100139,INR,card,captured,2026-07-29T05:31:55.723887Z,2026-07-29T05:31:55.723887Z
PAY_42_34,ORD_42_37,CUST_22637,189032,INR,netbanking,captured,2026-08-19T05:31:55.723892Z,2026-08-19T05:31:55.723892Z
PAY_42_35,ORD_42_38,CUST_25504,70046,INR,wallet,captured,2026-08-22T05:31:55.723895Z,2026-08-22T05:31:55.723895Z
PAY_42_36,ORD_42_39,CUST_6291,77039,INR,card,captured,2026-08-14T05:31:55.723899Z,2026-08-14T05:31:55.723899Z
PAY_42_37,ORD_42_40,CUST_37942,189392,INR,card,captured,2026-08-11T05:31:55.723904Z,2026-08-11T05:31:55.723904Z
PAY_42_38,ORD_42_41,CUST_29418,199843,INR,netbanking,captured,2026-08-21T05:31:55.723908Z,2026-08-21T05:31:55.723908Z
PAY_42_39,ORD_42_42,CUST_401,164018,INR,netbanking,captured,2026-08-24T05:31:55.723912Z,2026-08-24T05:31:55.723912Z
PAY_42_40,ORD_42_43,CUST_37110,159737,INR,card,captured,2026-08-21T05:31:55.723916Z,2026-08-21T05:31:55.723916Z
PAY_42_41,ORD_42_44,CUST_27860,42449,INR,wallet,captured,2026-08-22T05:31:55.723920Z,2026-08-22T05:31:55.723920Z
PAY_42_42,ORD_42_45,CUST_7629,249,INR,wallet,captured,2026-08-23T05:31:55.723924Z,2026-08-23T05:31:55.723924Z
PAY_42_43,ORD_42_46,CUST_35451,29425,INR,netbanking,captured,2026-08-20T05:31:55.723930Z,2026-08-20T05:31:55.723930Z
PAY_42_44,ORD_42_47,CUST_13088,15284,INR,netbanking,captured,2026-08-06T05:31:55.723934Z,2026-08-06T05:31:55.723934Z
PAY_42_45,ORD_42_48,CUST_31384,20745,INR,upi,captured,2026-08-26T05:31:55.723940Z,2026-08-26T05:31:55.723940Z
PAY_42_46,ORD_42_50,CUST_31572,33067,INR,card,captured,2026-08-20T05:31:55.723944Z,2026-08-20T05:31:55.723944Z
PAY_42_47,ORD_42_51,CUST_14634,144227,INR,upi,captured,2026-08-24T05:31:55.723948Z,2026-08-24T05:31:55.723948Z
PAY_42_48,ORD_42_52,CUST_41968,159114,INR,wallet,captured,2026-08-22T05:31:55.723952Z,2026-08-22T05:31:55.723952Z
PAY_42_49,ORD_42_53,CUST_19598,141473,INR,wallet,captured,2026-08-10T05:31:55.723956Z,2026-08-10T05:31:55.723956Z
PAY_42_50,ORD_42_54,CUST_49298,186995,INR,upi,captured,2026-08-14T05:31:55.723960Z,2026-08-14T05:31:55.723960Z
PAY_42_51,ORD_42_55,CUST_47436,97989,INR,wallet,captured,2026-08-13T05:31:55.723964Z,2026-08-13T05:31:55.723964Z
PAY_42_52,ORD_42_56,CUST_14005,31820,INR,card,captured,2026-08-02T05:31:55.723969Z,2026-08-02T05:31:55.723969Z
PAY_42_53,ORD_42_57,CUST_39740,5614,INR,netbanking,captured,2026-08-06T05:31:55.723973Z,2026-08-06T05:31:55.723973Z
PAY_42_54,ORD_42_59,CUST_41801,15533,INR,card,captured,2026-08-08T05:31:55.723978Z,2026-08-08T05:31:55.723978Z
PAY_42_55,ORD_42_60,CUST_12320,86719,INR,netbanking,captured,2026-07-31T05:31:55.723982Z,2026-07-31T05:31:55.723982Z
PAY_42_56,ORD_42_61,CUST_16793,175468,INR,card,failed,,2026-08-09T05:31:55.723986Z
PAY_42_57,ORD_42_62,CUST_19479,189722,INR,wallet,captured,2026-08-14T05:31:55.723990Z,2026-08-14T05:31:55.723990Z
PAY_42_58,ORD_42_63,CUST_45483,124007,INR,wallet,captured,2026-08-14T05:31:55.723994Z,2026-08-14T05:31:55.723994Z
PAY_42_59,ORD_42_64,CUST_21061,106808,INR,card,captured,2026-08-24T05:31:55.723999Z,2026-08-24T05:31:55.723999Z
PAY_42_60,ORD_42_65,CUST_25406,113097,INR,card,captured,2026-08-17T05:31:55.724003Z,2026-08-17T05:31:55.724003Z
PAY_42_61,ORD_42_66,CUST_20293,191222,INR,upi,captured,2026-08-14T05:31:55.724007Z,2026-08-14T05:31:55.724007Z
PAY_42_62,ORD_42_67,CUST_30345,25899,INR,netbanking,captured,2026-08-22T05:31:55.724010Z,2026-08-22T05:31:55.724010Z
PAY_42_63,ORD_42_68,CUST_15723,28744,INR,wallet,captured,2026-08-19T05:31:55.724014Z,2026-08-19T05:31:55.724014Z
PAY_42_64,ORD_42_69,CUST_11896,117701,INR,card,captured,2026-08-19T05:31:55.724018Z,2026-08-19T05:31:55.724018Z
PAY_42_65,ORD_42_70,CUST_13995,121375,INR,netbanking,captured,2026-08-24T05:31:55.724023Z,2026-08-24T05:31:55.724023Z
PAY_42_66,ORD_42_71,CUST_17102,144364,INR,netbanking,captured,2026-08-06T05:31:55.724028Z,2026-08-06T05:31:55.724028Z
PAY_42_67,ORD_42_73,CUST_16692,62065,INR,netbanking,failed,,2026-08-16T05:31:55.724032Z
PAY_42_68,ORD_42_74,CUST_8764,56132,INR,upi,captured,2026-08-25T05:31:55.724036Z,2026-08-25T05:31:55.724036Z
PAY_42_69,ORD_42_76,CUST_32839,119377,INR,upi,captured,2026-08-15T05:31:55.724040Z,2026-08-15T05:31:55.724040Z
PAY_42_70,ORD_42_78,CUST_10099,188426,INR,card,captured,2026-08-20T05:31:55.724044Z,2026-08-20T05:31:55.724044Z
PAY_42_71,ORD_42_80,CUST_3361,142233,INR,wallet,captured,2026-08-12T05:31:55.724048Z,2026-08-12T05:31:55.724048Z
PAY_42_72,ORD_42_81,CUST_36823,13244,INR,wallet,captured,2026-08-14T05:31:55.724053Z,2026-08-14T05:31:55.724053Z
PAY_42_73,ORD_42_82,CUST_587,139331,INR,card,captured,2026-08-08T05:31:55.724057Z,2026-08-08T05:31:55.724057Z
PAY_42_74,ORD_42_83,CUST_4999,48812,INR,wallet,captured,2026-08-13T05:31:55.724074Z,2026-08-13T05:31:55.724074Z
PAY_42_75,ORD_42_84,CUST_29362,61757,INR,netbanking,captured,2026-08-07T05:31:55.724080Z,2026-08-07T05:31:55.724080Z
PAY_42_76,ORD_42_85,CUST_31423,151860,INR,wallet,captured,2026-08-07T05:31:55.724084Z,2026-08-07T05:31:55.724084Z
PAY_42_77,ORD_42_86,CUST_464,109997,INR,upi,captured,2026-08-23T05:31:55.724088Z,2026-08-23T05:31:55.724088Z
PAY_42_78,ORD_42_87,CUST_5805,83034,INR,card,captured,2026-08-18T05:31:55.724098Z,2026-08-18T05:31:55.724098Z
PAY_42_79,ORD_42_88,CUST_12136,187845,INR,upi,captured,2026-08-02T05:31:55.724105Z,2026-08-02T05:31:55.724105Z
PAY_42_80,ORD_42_89,CUST_21310,34408,INR,netbanking,captured,2026-08-17T05:31:55.724111Z,2026-08-17T05:31:55.724111Z
PAY_42_81,ORD_42_90,CUST_3869,82983,INR,wallet,captured,2026-08-15T05:31:55.724118Z,2026-08-15T05:31:55.724118Z
PAY_42_82,ORD_42_91,CUST_14355,120236,INR,card,captured,2026-08-06T05:31:55.724122Z,2026-08-06T05:31:55.724122Z
PAY_42_83,ORD_42_92,CUST_40240,19304,INR,netbanking,captured,2026-07-30T05:31:55.724127Z,2026-07-30T05:31:55.724127Z
PAY_42_84,ORD_42_93,CUST_2578,34822,INR,wallet,captured,2026-08-27T05:31:55.724131Z,2026-08-27T05:31:55.724131Z
PAY_42_85,ORD_42_94,CUST_1732,64137,INR,upi,captured,2026-08-25T05:31:55.724134Z,2026-08-25T05:31:55.724134Z
PAY_42_86,ORD_42_95,CUST_16981,142501,INR,netbanking,captured,2026-08-01T05:31:55.724138Z,2026-08-01T05:31:55.724138Z
PAY_42_87,ORD_42_96,CUST_11027,171535,INR,netbanking,captured,2026-08-09T05:31:55.724143Z,2026-08-09T05:31:55.724143Z
PAY_42_88,ORD_42_97,CUST_37574,145485,INR,wallet,captured,2026-08-18T05:31:55.724147Z,2026-08-18T05:31:55.724147Z
PAY_42_89,ORD_42_98,CUST_43494,35303,INR,wallet,captured,2026-08-08T05:31:55.724151Z,2026-08-08T05:31:55.724151Z
PAY_42_90,ORD_42_99,CUST_28997,145124,INR,netbanking,captured,2026-08-17T05:31:55.724155Z,2026-08-17T05:31:55.724155Z
PAY_42_91,ORD_42_100,CUST_1102,55315,INR,wallet,captured,2026-08-02T05:31:55.724159Z,2026-08-02T05:31:55.724159Z
PAY_42_92,ORD_42_101,CUST_28861,166361,INR,netbanking,captured,2026-08-02T05:31:55.724163Z,2026-08-02T05:31:55.724163Z
PAY_42_93,ORD_42_102,CUST_7362,65929,INR,netbanking,captured,2026-08-10T05:31:55.724167Z,2026-08-10T05:31:55.724167Z
PAY_42_94,ORD_42_103,CUST_6877,166373,INR,wallet,captured,2026-08-26T05:31:55.724172Z,2026-08-26T05:31:55.724172Z
PAY_42_95,ORD_42_104,CUST_45312,1029,INR,upi,captured,2026-08-08T05:31:55.724177Z,2026-08-08T05:31:55.724177Z
PAY_42_96,ORD_42_105,CUST_15151,68770,INR,wallet,captured,2026-08-02T05:31:55.724181Z,2026-08-02T05:31:55.724181Z
PAY_42_97,ORD_42_106,CUST_20522,185086,INR,netbanking,captured,2026-08-28T05:31:55.724185Z,2026-08-28T05:31:55.724185Z
PAY_42_98,ORD_42_107,CUST_8477,19824,INR,card,captured,2026-08-16T05:31:55.724190Z,2026-08-16T05:31:55.724190Z
PAY_42_99,ORD_42_108,CUST_42970,39173,INR,card,captured,2026-08-12T05:31:55.724194Z,2026-08-12T05:31:55.724194Z
PAY_42_100,ORD_42_109,CUST_44560,144941,INR,card,captured,2026-08-15T05:31:55.724198Z,2026-08-15T05:31:55.724198Z
PAY_42_101,ORD_42_110,CUST_36573,80908,INR,card,captured,2026-08-05T05:31:55.724202Z,2026-08-05T05:31:55.724202Z
PAY_42_102,ORD_42_111,CUST_23414,93897,INR,card,captured,2026-08-15T05:31:55.724206Z,2026-08-15T05:31:55.724206Z
PAY_42_103,ORD_42_112,CUST_24526,27046,INR,upi,captured,2026-08-10T05:31:55.724210Z,2026-08-10T05:31:55.724210Z
PAY_42_104,ORD_42_114,CUST_28729,62159,INR,card,captured,2026-08-15T05:31:55.724214Z,2026-08-15T05:31:55.724214Z
PAY_42_105,ORD_42_116,CUST_40147,87180,INR,card,captured,2026-08-26T05:31:55.724218Z,2026-08-26T05:31:55.724218Z
PAY_42_106,ORD_42_117,CUST_17755,175712,INR,wallet,captured,2026-08-28T05:31:55.724222Z,2026-08-28T05:31:55.724222Z
PAY_42_107,ORD_42_118,CUST_1681,41832,INR,upi,captured,2026-07-29T05:31:55.724227Z,2026-07-29T05:31:55.724227Z
PAY_42_108,ORD_42_119,CUST_8189,10251,INR,card,captured,2026-08-19T05:31:55.724231Z,2026-08-19T05:31:55.724231Z
PAY_42_109,ORD_42_120,CUST_17767,120765,INR,upi,failed,,2026-08-16T05:31:55.724235Z
PAY_42_110,ORD_42_121,CUST_2882,6303,INR,upi,captured,2026-08-26T05:31:55.724240Z,2026-08-26T05:31:55.724240Z
PAY_42_111,ORD_42_122,CUST_27289,73134,INR,card,captured,2026-08-22T05:31:55.724244Z,2026-08-22T05:31:55.724244Z
PAY_42_112,ORD_42_123,CUST_18512,168260,INR,wallet,captured,2026-08-10T05:31:55.724248Z,2026-08-10T05:31:55.724248Z
PAY_42_113,ORD_42_124,CUST_32981,140665,INR,upi,failed,,2026-08-13T05:31:55.724252Z
PAY_42_114,ORD_42_125,CUST_29139,68575,INR,card,failed,,2026-07-31T05:31:55.724255Z
PAY_42_115,ORD_42_126,CUST_14539,28517,INR,netbanking,captured,2026-08-13T05:31:55.724259Z,2026-08-13T05:31:55.724259Z
PAY_42_116,ORD_42_127,CUST_16940,82328,INR,upi,captured,2026-08-05T05:31:55.724263Z,2026-08-05T05:31:55.724263Z
PAY_42_117,ORD_42_128,CUST_20632,101076,INR,card,captured,2026-08-15T05:31:55.724269Z,2026-08-15T05:31:55.724269Z
PAY_42_118,ORD_42_129,CUST_49407,11735,INR,wallet,captured,2026-08-25T05:31:55.724273Z,2026-08-25T05:31:55.724273Z
PAY_42_119,ORD_42_130,CUST_43324,141251,INR,upi,captured,2026-08-13T05:31:55.724277Z,2026-08-13T05:31:55.724277Z
PAY_42_120,ORD_42_131,CUST_2313,175901,INR,wallet,captured,2026-08-16T05:31:55.724281Z,2026-08-16T05:31:55.724281Z
PAY_42_121,ORD_42_132,CUST_11074,174225,INR,card,captured,2026-08-04T05:31:55.724286Z,2026-08-04T05:31:55.724286Z
PAY_42_122,ORD_42_133,CUST_40886,174003,INR,upi,captured,2026-08-05T05:31:55.724290Z,2026-08-05T05:31:55.724290Z
PAY_42_123,ORD_42_134,CUST_27089,78827,INR,wallet,captured,2026-08-24T05:31:55.724294Z,2026-08-24T05:31:55.724294Z
PAY_42_124,ORD_42_135,CUST_36451,85606,INR,netbanking,captured,2026-08-20T05:31:55.724298Z,2026-08-20T05:31:55.724298Z
PAY_42_125,ORD_42_136,CUST_37013,33467,INR,card,captured,2026-08-09T05:31:55.724303Z,2026-08-09T05:31:55.724303Z
PAY_42_126,ORD_42_137,CUST_3974,99490,INR,netbanking,failed,,2026-08-01T05:31:55.724307Z
PAY_42_127,ORD_42_138,CUST_7869,149287,INR,netbanking,captured,2026-08-01T05:31:55.724311Z,2026-08-01T05:31:55.724311Z
PAY_42_128,ORD_42_139,CUST_16764,206,INR,upi,captured,2026-08-05T05:31:55.724315Z,2026-08-05T05:31:55.724315Z
PAY_42_129,ORD_42_140,CUST_44650,152139,INR,card,captured,2026-08-21T05:31:55.724319Z,2026-08-21T05:31:55.724319Z
PAY_42_130,ORD_42_141,CUST_11286,115911,INR,upi,captured,2026-08-20T05:31:55.724324Z,2026-08-20T05:31:55.724324Z
PAY_42_131,ORD_42_142,CUST_10939,124142,INR,card,captured,2026-08-12T05:31:55.724328Z,2026-08-12T05:31:55.724328Z
PAY_42_132,ORD_42_143,CUST_34523,172813,INR,netbanking,captured,2026-08-19T05:31:55.724332Z,2026-08-19T05:31:55.724332Z
PAY_42_133,ORD_42_144,CUST_24330,166021,INR,card,captured,2026-08-17T05:31:55.724336Z,2026-08-17T05:31:55.724336Z
PAY_42_134,ORD_42_145,CUST_5287,197006,INR,upi,captured,2026-08-07T05:31:55.724340Z,2026-08-07T05:31:55.724340Z
PAY_42_135,ORD_42_146,CUST_49599,52300,INR,card,captured,2026-08-13T05:31:55.724344Z,2026-08-13T05:31:55.724344Z
PAY_42_136,ORD_42_147,CUST_27238,124654,INR,wallet,captured,2026-08-24T05:31:55.724348Z,2026-08-24T05:31:55.724348Z
PAY_42_137,ORD_42_148,CUST_25873,108743,INR,card,captured,2026-08-20T05:31:55.724352Z,2026-08-20T05:31:55.724352Z
PAY_42_138,ORD_42_149,CUST_20663,188410,INR,upi,captured,2026-08-14T05:31:55.724356Z,2026-08-14T05:31:55.724356Z
PAY_42_139,ORD_42_150,CUST_9834,64059,INR,card,captured,2026-08-06T05:31:55.724362Z,2026-08-06T05:31:55.724362Z
PAY_42_140,ORD_42_151,CUST_42468,196960,INR,netbanking,captured,2026-07-31T05:31:55.724366Z,2026-07-31T05:31:55.724366Z
PAY_42_141,ORD_42_152,CUST_46192,111549,INR,wallet,captured,2026-08-05T05:31:55.724371Z,2026-08-05T05:31:55.724371Z
PAY_42_142,ORD_42_153,CUST_19428,121878,INR,upi,captured,2026-08-16T05:31:55.724375Z,2026-08-16T05:31:55.724375Z
PAY_42_143,ORD_42_154,CUST_28063,31913,INR,netbanking,captured,2026-08-21T05:31:55.724379Z,2026-08-21T05:31:55.724379Z
PAY_42_144,ORD_42_156,CUST_21521,198084,INR,wallet,captured,2026-08-12T05:31:55.724383Z,2026-08-12T05:31:55.724383Z
PAY_42_145,ORD_42_157,CUST_15082,188653,INR,upi,captured,2026-08-21T05:31:55.724387Z,2026-08-21T05:31:55.724387Z
PAY_42_146,ORD_42_158,CUST_20869,143721,INR,upi,captured,2026-08-26T05:31:55.724391Z,2026-08-26T05:31:55.724391Z
PAY_42_147,ORD_42_159,CUST_45636,124533,INR,wallet,failed,,2026-07-31T05:31:55.724400Z
PAY_42_148,ORD_42_160,CUST_1991,167259,INR,card,captured,2026-08-16T05:31:55.724404Z,2026-08-16T05:31:55.724404Z
PAY_42_149,ORD_42_161,CUST_18543,164398,INR,netbanking,captured,2026-08-18T05:31:55.724408Z,2026-08-18T05:31:55.724408Z
PAY_42_150,ORD_42_162,CUST_48539,187151,INR,card,captured,2026-08-10T05:31:55.724413Z,2026-08-10T05:31:55.724413Z
PAY_42_151,ORD_42_163,CUST_2108,83909,INR,card,captured,2026-07-30T05:31:55.724416Z,2026-07-30T05:31:55.724416Z
PAY_42_152,ORD_42_164,CUST_15595,39639,INR,card,captured,2026-08-02T05:31:55.724421Z,2026-08-02T05:31:55.724421Z
PAY_42_153,ORD_42_165,CUST_45608,185283,INR,card,captured,2026-07-29T05:31:55.724425Z,2026-07-29T05:31:55.724425Z
PAY_42_154,ORD_42_166,CUST_22834,86838,INR,wallet,captured,2026-08-10T05:31:55.724430Z,2026-08-10T05:31:55.724430Z
PAY_42_155,ORD_42_167,CUST_7835,54320,INR,netbanking,captured,2026-08-12T05:31:55.724434Z,2026-08-12T05:31:55.724434Z
PAY_42_156,ORD_42_168,CUST_29689,153212,INR,card,captured,2026-08-03T05:31:55.724438Z,2026-08-03T05:31:55.724438Z
PAY_42_157,ORD_42_169,CUST_47081,151013,INR,upi,captured,2026-08-21T05:31:55.724442Z,2026-08-21T05:31:55.724442Z
PAY_42_158,ORD_42_170,CUST_40861,92311,INR,wallet,failed,,2026-08-05T05:31:55.724446Z
PAY_42_159,ORD_42_171,CUST_43099,109943,INR,upi,captured,2026-08-11T05:31:55.724450Z,2026-08-11T05:31:55.724450Z
PAY_42_160,ORD_42_172,CUST_28531,158239,INR,card,captured,2026-07-29T05:31:55.724454Z,2026-07-29T05:31:55.724454Z
PAY_42_161,ORD_42_173,CUST_40147,71648,INR,upi,failed,,2026-08-21T05:31:55.724458Z
PAY_42_162,ORD_42_174,CUST_49588,88214,INR,card,captured,2026-08-10T05:31:55.724461Z,2026-08-10T05:31:55.724461Z
PAY_42_163,ORD_42_175,CUST_13612,43365,INR,card,captured,2026-08-09T05:31:55.724465Z,2026-08-09T05:31:55.724465Z
PAY_42_164,ORD_42_177,CUST_28167,148051,INR,netbanking,captured,2026-08-19T05:31:55.724469Z,2026-08-19T05:31:55.724469Z
PAY_42_165,ORD_42_178,CUST_48517,112458,INR,netbanking,captured,2026-08-03T05:31:55.724473Z,2026-08-03T05:31:55.724473Z
PAY_42_166,ORD_42_179,CUST_22982,13281,INR,card,captured,2026-08-09T05:31:55.724478Z,2026-08-09T05:31:55.724478Z
PAY_42_167,ORD_42_180,CUST_29784,119296,INR,card,failed,,2026-08-23T05:31:55.724482Z
PAY_42_168,ORD_42_181,CUST_26514,99485,INR,upi,captured,2026-08-28T05:31:55.724486Z,2026-08-28T05:31:55.724486Z
PAY_42_169,ORD_42_182,CUST_11571,21571,INR,wallet,captured,2026-08-13T05:31:55.724490Z,2026-08-13T05:31:55.724490Z
PAY_42_170,ORD_42_184,CUST_29823,170531,INR,card,captured,2026-08-27T05:31:55.724495Z,2026-08-27T05:31:55.724495Z
PAY_42_171,ORD_42_186,CUST_27087,5442,INR,card,captured,2026-08-02T05:31:55.724499Z,2026-08-02T05:31:55.724499Z
PAY_42_172,ORD_42_187,CUST_36667,124241,INR,upi,captured,2026-08-06T05:31:55.724503Z,2026-08-06T05:31:55.724503Z
PAY_42_173,ORD_42_188,CUST_17699,57238,INR,wallet,captured,2026-08-05T05:31:55.724507Z,2026-08-05T05:31:55.724507Z
PAY_42_174,ORD_42_189,CUST_14871,96803,INR,upi,captured,2026-07-31T05:31:55.724512Z,2026-07-31T05:31:55.724512Z
PAY_42_175,ORD_42_190,CUST_47885,196164,INR,wallet,captured,2026-07-31T05:31:55.724516Z,2026-07-31T05:31:55.724516Z
PAY_42_176,ORD_42_191,CUST_47533,81636,INR,upi,captured,2026-08-09T05:31:55.724520Z,2026-08-09T05:31:55.724520Z
PAY_42_177,ORD_42_192,CUST_6636,81877,INR,wallet,failed,,2026-08-01T05:31:55.724524Z
PAY_42_178,ORD_42_193,CUST_23541,187536,INR,upi,captured,2026-07-31T05:31:55.724528Z,2026-07-31T05:31:55.724528Z
PAY_42_179,ORD_42_194,CUST_28979,164527,INR,wallet,captured,2026-08-17T05:31:55.724532Z,2026-08-17T05:31:55.724532Z
PAY_42_180,ORD_42_195,CUST_37068,79158,INR,card,captured,2026-08-02T05:31:55.724538Z,2026-08-02T05:31:55.724538Z
PAY_42_181,ORD_42_196,CUST_115,31833,INR,wallet,captured,2026-08-28T05:31:55.724542Z,2026-08-28T05:31:55.724542Z
PAY_42_182,ORD_42_197,CUST_44843,10866,INR,card,captured,2026-08-19T05:31:55.724546Z,2026-08-19T05:31:55.724546Z
PAY_42_183,ORD_42_198,CUST_14151,97242,INR,wallet,captured,2026-08-27T05:31:55.724550Z,2026-08-27T05:31:55.724550Z
PAY_42_184,ORD_42_199,CUST_9864,3416,INR,netbanking,captured,2026-08-12T05:31:55.724554Z,2026-08-12T05:31:55.724554Z
PAY_42_185,ORD_42_201,CUST_5964,120617,INR,netbanking,failed,,2026-08-14T05:31:55.724558Z
PAY_42_186,ORD_42_202,CUST_5838,192460,INR,upi,captured,2026-08-11T05:31:55.724562Z,2026-08-11T05:31:55.724562Z
PAY_42_187,ORD_42_203,CUST_17330,161557,INR,upi,failed,,2026-08-23T05:31:55.724566Z
PAY_42_188,ORD_42_204,CUST_33795,126845,INR,upi,captured,2026-08-13T05:31:55.724570Z,2026-08-13T05:31:55.724570Z
PAY_42_189,ORD_42_205,CUST_22983,70458,INR,card,captured,2026-08-17T05:31:55.724573Z,2026-08-17T05:31:55.724573Z
PAY_42_190,ORD_42_206,CUST_19544,22818,INR,card,captured,2026-08-25T05:31:55.724577Z,2026-08-25T05:31:55.724577Z
PAY_42_191,ORD_42_207,CUST_17319,196832,INR,netbanking,captured,2026-07-29T05:31:55.724581Z,2026-07-29T05:31:55.724581Z
PAY_42_192,ORD_42_208,CUST_48416,99449,INR,upi,captured,2026-08-07T05:31:55.724586Z,2026-08-07T05:31:55.724586Z
PAY_42_193,ORD_42_209,CUST_1990,85300,INR,netbanking,captured,2026-08-03T05:31:55.724590Z,2026-08-03T05:31:55.724590Z
PAY_42_194,ORD_42_210,CUST_39772,67825,INR,upi,captured,2026-08-22T05:31:55.724594Z,2026-08-22T05:31:55.724594Z
PAY_42_195,ORD_42_211,CUST_34171,72522,INR,netbanking,captured,2026-08-14T05:31:55.724598Z,2026-08-14T05:31:55.724598Z
PAY_42_196,ORD_42_212,CUST_18319,50184,INR,card,captured,2026-08-18T05:31:55.724602Z,2026-08-18T05:31:55.724602Z
PAY_42_197,ORD_42_213,CUST_16301,128177,INR,card,captured,2026-08-06T05:31:55.724606Z,2026-08-06T05:31:55.724606Z
PAY_42_198,ORD_42_214,CUST_18080,124904,INR,netbanking,captured,2026-08-09T05:31:55.724610Z,2026-08-09T05:31:55.724610Z
PAY_42_199,ORD_42_215,CUST_2178,4620,INR,wallet,captured,2026-08-16T05:31:55.724614Z,2026-08-16T05:31:55.724614Z
