order_id,merchant_id,merchant_reference,customer_id,created_at,currency,gross_amount,status
ORD_42_54,M_1001,REF_54,CUST_45212,2026-08-22T05:31:55.719648Z,INR,186995,paid
ORD_42_55,M_1001,REF_55,CUST_44020,2026-08-08T05:31:55.719653Z,INR,97989,paid
ORD_42_56,M_1001,REF_56,CUST_33920,2026-08-14T05:31:55.719657Z,INR,31820,paid
ORD_42_57,M_1001,REF_57,CUST_4197,2026-08-18T05:31:55.719663Z,INR,5614,paid
ORD_42_58,M_1001,REF_58,CUST_15081,2026-08-10T05:31:55.719667Z,INR,57828,created
ORD_42_59,M_1001,REF_59,CUST_46390,2026-08-08T05:31:55.719672Z,INR,15533,paid
ORD_42_60,M_1001,REF_60,CUST_2059,2026-08-01T05:31:55.719676Z,INR,86719,paid
ORD_42_61,M_1001,REF_61,CUST_15598,2026-08-20T05:31:55.719680Z,INR,175468,paid
ORD_42_62,M_1001,REF_62,CUST_35340,2026-08-24T05:31:55.719685Z,INR,189722,paid
ORD_42_63,M_1001,REF_63,CUST_37424,2026-08-10T05:31:55.719689Z,INR,124007,paid
ORD_42_64,M_1001,REF_64,CUST_30997,2026-08-03T05:31:55.719693Z,INR,106808,paid
ORD_42_65,M_1001,REF_65,CUST_6353,2026-08-07T05:31:55.719699Z,INR,113097,paid
ORD_42_66,M_1001,REF_66,CUST_26942,2026-08-14T05:31:55.719703Z,INR,191222,paid
ORD_42_67,M_1001,REF_67,CUST_42825,2026-08-08T05:31:55.719708Z,INR,25899,paid
ORD_42_68,M_1001,REF_68,CUST_47725,2026-08-18T05:31:55.719712Z,INR,28744,paid
ORD_42_69,M_1001,REF_69,CUST_12466,2026-08-11T05:31:55.719717Z,INR,117701,paid
ORD_42_70,M_1001,REF_70,CUST_12026,2026-08-20T05:31:55.719721Z,INR,121375,paid
ORD_42_71,M_1001,REF_71,CUST_4941,2026-08-14T05:31:55.719725Z,INR,144364,paid
ORD_42_72,M_1001,REF_72,CUST_42739,2026-08-11T05:31:55.719730Z,INR,3968,cancelled
ORD_42_73,M_1001,REF_73,CUST_49386,2026-08-01T05:31:55.719735Z,INR,62065,paid
ORD_42_74,M_1001,REF_74,CUST_31827,2026-08-13T05:31:55.719740Z,INR,56132,paid
ORD_42_75,M_1001,REF_75,CUST_3843,2026-08-23T05:31:55.719744Z,INR,99445,created
ORD_42_76,M_1001,REF_76,CUST_25587,2026-08-20T05:31:55.719749Z,INR,119377,paid
ORD_42_77,M_1001,REF_77,CUST_45652,2026-07-29T05:31:55.719754Z,INR,191597,cancelled
ORD_42_78,M_1001,REF_78,CUST_36423,2026-08-07T05:31:55.719759Z,INR,188426,paid
ORD_42_79,M_1001,REF_79,CUST_12446,2026-08-19T05:31:55.719764Z,INR,57168,cancelled
ORD_42_80,M_1001,REF_80,CUST_37958,2026-08-05T05:31:55.719769Z,INR,142233,paid
ORD_42_81,M_1001,REF_81,CUST_20553,2026-08-27T05:31:55.719773Z,INR,13244,paid
ORD_42_82,M_1001,REF_82,CUST_32955,2026-07-30T05:31:55.719777Z,INR,139331,paid
ORD_42_83,M_1001,REF_83,CUST_33282,2026-08-26T05:31:55.719782Z,INR,48812,paid
ORD_42_84,M_1001,REF_84,CUST_4454,2026-08-07T05:31:55.719786Z,INR,61757,paid
ORD_42_85,M_1001,REF_85,CUST_37335,2026-08-21T05:31:55.719791Z,INR,151860,paid
ORD_42_86,M_1001,REF_86,CUST_40592,2026-08-26T05:31:55.719795Z,INR,109997,paid
ORD_42_87,M_1001,REF_87,CUST_37043,2026-08-12T05:31:55.719799Z,INR,83034,paid
ORD_42_88,M_1001,REF_88,CUST_13387,2026-08-07T05:31:55.719804Z,INR,187845,paid
ORD_42_89,M_1001,REF_89,CUST_17408,2026-08-16T05:31:55.719810Z,INR,34408,paid
ORD_42_90,M_1001,REF_90,CUST_19661,2026-08-14T05:31:55.719814Z,INR,82983,paid
ORD_42_91,M_1001,REF_91,CUST_4755,2026-08-28T05:31:55.719819Z,INR,120236,paid
ORD_42_92,M_1001,REF_92,CUST_36897,2026-08-25T05:31:55.719823Z,INR,19304,paid
ORD_42_93,M_1001,REF_93,CUST_33154,2026-08-20T05:31:55.719828Z,INR,34822,paid
ORD_42_94,M_1001,REF_94,CUST_4509,2026-07-31T05:31:55.719833Z,INR,64137,paid
ORD_42_95,M_1001,REF_95,CUST_10339,2026-08-14T05:31:55.719837Z,INR,142501,paid
ORD_42_96,M_1001,REF_96,CUST_40087,2026-08-03T05:31:55.719842Z,INR,171535,paid
ORD_42_97,M_1001,REF_97,CUST_43770,2026-08-02T05:31:55.719846Z,INR,145485,paid
ORD_42_98,M_1001,REF_98,CUST_43476,2026-08-25T05:31:55.719850Z,INR,35303,paid
ORD_42_99,M_1001,REF_99,CUST_7015,2026-08-05T05:31:55.719855Z,INR,145124,paid
ORD_42_100,M_1001,REF_100,CUST_18466,2026-08-09T05:31:55.719860Z,INR,55315,paid
ORD_42_101,M_1001,REF_101,CUST_13343,2026-08-07T05:31:55.719866Z,INR,166361,paid
ORD_42_102,M_1001,REF_102,CUST_33123,2026-08-13T05:31:55.719870Z,INR,65929,paid
ORD_42_103,M_1001,REF_103,CUST_3330,2026-08-26T05:31:55.719882Z,INR,166373,paid
ORD_42_104,M_1001,REF_104,CUST_18133,2026-08-27T05:31:55.719886Z,INR,1029,paid
ORD_42_105,M_1001,REF_105,CUST_8574,2026-08-08T05:31:55.719891Z,INR,68770,paid
ORD_42_106,M_1001,REF_106,CUST_28957,2026-08-11T05:31:55.719895Z,INR,185086,paid
ORD_42_107,M_1001,REF_107,CUST_634,2026-08-25T05:31:55.719899Z,INR,19824,paid
ORD_42_108,M_1001,REF_108,CUST_45287,2026-07-31T05:31:55.719904Z,INR,39173,paid
ORD_42_109,M_1001,REF_109,CUST_24197,2026-08-10T05:31:55.719908Z,INR,144941,paid
ORD_42_110,M_1001,REF_110,CUST_8353,2026-08-27T05:31:55.719913Z,INR,80908,paid
ORD_42_111,M_1001,REF_111,CUST_2615,2026-07-31T05:31:55.719918Z,INR,93897,paid
ORD_42_112,M_1001,REF_112,CUST_16354,2026-08-07T05:31:55.719923Z,INR,27046,paid
ORD_42_113,M_1001,REF_113,CUST_36693,2026-07-31T05:31:55.719927Z,INR,106629,cancelled
ORD_42_114,M_1001,REF_114,CUST_49118,2026-08-24T05:31:55.719932Z,INR,62159,paid
ORD_42_115,M_1001,REF_115,CUST_11604,2026-07-31T05:31:55.719937Z,INR,108180,created
ORD_42_116,M_1001,REF_116,CUST_48272,2026-07-30T05:31:55.719941Z,INR,87180,paid
ORD_42_117,M_1001,REF_117,CUST_26983,2026-08-03T05:31:55.719946Z,INR,175712,paid
ORD_42_118,M_1001,REF_118,CUST_16264,2026-08-20T05:31:55.719950Z,INR,41832,paid
ORD_42_119,M_1001,REF_119,CUST_7085,2026-08-16T05:31:55.719955Z,INR,10251,paid
ORD_42_120,M_1001,REF_120,CUST_14578,2026-08-22T05:31:55.719959Z,INR,120765,paid
ORD_42_121,M_1001,REF_121,CUST_14916,2026-08-21T05:31:55.719964Z,INR,6303,paid
ORD_42_122,M_1001,REF_122,CUST_26114,2026-08-18T05:31:55.719969Z,INR,73134,paid
ORD_42_123,M_1001,REF_123,CUST_18293,2026-08-17T05:31:55.719973Z,INR,168260,paid
ORD_42_124,M_1001,REF_124,CUST_44533,2026-08-02T05:31:55.719977Z,INR,140665,paid
ORD_42_125,M_1001,REF_125,CUST_1809,2026-08-25T05:31:55.719982Z,INR,68575,paid
ORD_42_126,M_1001,REF_126,CUST_17398,2026-08-27T05:31:55.719987Z,INR,28517,paid
ORD_42_127,M_1001,REF_127,CUST_22655,2026-08-05T05:31:55.719991Z,INR,82328,paid
ORD_42_128,M_1001,REF_128,CUST_33517,2026-08-25T05:31:55.719995Z,INR,101076,paid
ORD_42_129,M_1001,REF_129,CUST_12458,2026-08-20T05:31:55.720000Z,INR,11735,paid
ORD_42_130,M_1001,REF_130,CUST_111,2026-08-12T05:31:55.720004Z,INR,141251,paid
ORD_42_131,M_1001,REF_131,CUST_48625,2026-08-05T05:31:55.720009Z,INR,175901,paid
ORD_42_132,M_1001,REF_132,CUST_28266,2026-08-26T05:31:55.720014Z,INR,174225,paid
ORD_42_133,M_1001,REF_133,CUST_40840,2026-08-18T05:31:55.720018Z,INR,174003,paid
ORD_42_134,M_1001,REF_134,CUST_47170,2026-07-31T05:31:55.720022Z,INR,78827,paid
ORD_42_135,M_1001,REF_135,CUST_43706,2026-08-15T05:31:55.720026Z,INR,85606,paid
ORD_42_136,M_1001,REF_136,CUST_19377,2026-08-11T05:31:55.720031Z,INR,33467,paid
ORD_42_137,M_1001,REF_137,CUST_43577,2026-07-29T05:31:55.720035Z,INR,99490,paid
ORD_42_138,M_1001,REF_138,CUST_11406,2026-08-09T05:31:55.720040Z,INR,149287,paid
ORD_42_139,M_1001,REF_139,CUST_35910,2026-08-02T05:31:55.720044Z,INR,206,paid
ORD_42_140,M_1001,REF_140,CUST_13775,2026-08-15T05:31:55.720048Z,INR,152139,paid
ORD_42_141,M_1001,REF_141,CUST_21119,2026-08-14T05:31:55.720053Z,INR,115911,paid
ORD_42_142,M_1001,REF_142,CUST_14006,2026-08-12T05:31:55.720057Z,INR,124142,paid
ORD_42_143,M_1001,REF_143,CUST_48232,2026-08-23T05:31:55.720062Z,INR,172813,paid
ORD_42_144,M_1001,REF_144,CUST_33781,2026-08-07T05:31:55.720066Z,INR,166021,paid
ORD_42_145,M_1001,REF_145,CUST_6121,2026-08-02T05:31:55.720071Z,INR,197006,paid
ORD_42_146,M_1001,REF_146,CUST_20344,2026-08-21T05:31:55.720076Z,INR,52300,paid
ORD_42_147,M_1001,REF_147,CUST_3029,2026-08-21T05:31:55.720080Z,INR,124654,paid
ORD_42_148,M_1001,REF_148,CUST_4773,2026-08-14T05:31:55.720084Z,INR,108743,paid
ORD_42_149,M_1001,REF_149,CUST_37728,2026-08-22T05:31:55.720089Z,INR,188410,paid
ORD_42_150,M_1001,REF_150,CUST_32400,2026-08-16T05:31:55.720093Z,INR,64059,paid
ORD_42_151,M_1001,REF_151,CUST_45065,2026-08-28T05:31:55.720098Z,INR,196960,paid
ORD_42_152,M_1001,REF_152,CUST_6986,2026-08-04T05:31:55.720102Z,INR,111549,paid
ORD_42_153,M_1001,REF_153,CUST_45608,2026-08-12T05:31:55.720107Z,INR,121878,paid
ORD_42_154,M_1001,REF_154,CUST_16332,2026-07-30T05:31:55.720111Z,INR,31913,paid
ORD_42_155,M_1001,REF_155,CUST_30451,2026-08-07T05:31:55.720117Z,INR,139333,cancelled
ORD_42_156,M_1001,REF_156,CUST_39024,2026-08-18T05:31:55.720122Z,INR,198084,paid
ORD_42_157,M_1001,REF_157,CUST_40151,2026-08-02T05:31:55.720126Z,INR,188653,paid
ORD_42_158,M_1001,REF_158,CUST_27967,2026-08-02T05:31:55.720131Z,INR,143721,paid
ORD_42_159,M_1001,REF_159,CUST_10431,2026-08-05T05:31:55.720135Z,INR,124533,paid
ORD_42_160,M_1001,REF_160,CUST_49269,2026-08-21T05:31:55.720139Z,INR,167259,paid
ORD_42_161,M_1001,REF_161,CUST_34164,2026-08-13T05:31:55.720144Z,INR,164398,paid
ORD_42_162,M_1001,REF_162,CUST_28828,2026-08-26T05:31:55.720148Z,INR,187151,paid
ORD_42_163,M_1001,REF_163,CUST_17808,2026-08-18T05:31:55.720153Z,INR,83909,paid
ORD_42_164,M_1001,REF_164,CUST_5281,2026-08-24T05:31:55.720157Z,INR,39639,paid
ORD_42_165,M_1001,REF_165,CUST_45479,2026-08-24T05:31:55.720162Z,INR,185283,paid
ORD_42_166,M_1001,REF_166,CUST_27189,2026-08-15T05:31:55.720166Z,INR,86838,paid
ORD_42_167,M_1001,REF_167,CUST_27249,2026-08-27T05:31:55.720170Z,INR,54320,paid
ORD_42_168,M_1001,REF_168,CUST_25525,2026-07-31T05:31:55.720175Z,INR,153212,paid
ORD_42_169,M_1001,REF_169,CUST_1281,2026-08-01T05:31:55.720179Z,INR,151013,paid
ORD_42_170,M_1001,REF_170,CUST_387,2026-07-29T05:31:55.720184Z,INR,92311,paid
ORD_42_171,M_1001,REF_171,CUST_25559,2026-08-01T05:31:55.720189Z,INR,109943,paid
ORD_42_172,M_1001,REF_172,CUST_48145,2026-08-11T05:31:55.720194Z,INR,158239,paid
ORD_42_173,M_1001,REF_173,CUST_31997,2026-08-21T05:31:55.720198Z,INR,71648,paid
ORD_42_174,M_1001,REF_174,CUST_1903,2026-08-16T05:31:55.720203Z,INR,88214,paid
ORD_42_175,M_1001,REF_175,CUST_26498,2026-08-05T05:31:55.720208Z,INR,43365,paid
ORD_42_176,M_1001,REF_176,CUST_8365,2026-08-09T05:31:55.720212Z,INR,140117,created
ORD_42_177,M_1001,REF_177,CUST_25823,2026-08-10T05:31:55.720217Z,INR,148051,paid
ORD_42_178,M_1001,REF_178,CUST_5502,2026-08-08T05:31:55.720222Z,INR,112458,paid
ORD_42_179,M_1001,REF_179,CUST_30258,2026-08-23T05:31:55.720227Z,INR,13281,paid
ORD_42_180,M_1001,REF_180,CUST_21454,2026-08-22T05:31:55.720231Z,INR,119296,paid
ORD_42_181,M_1001,REF_181,CUST_49888,2026-07-31T05:31:55.720236Z,INR,99485,paid
ORD_42_182,M_1001,REF_182,CUST_27628,2026-08-20T05:31:55.720240Z,INR,21571,paid
ORD_42_183,M_1001,REF_183,CUST_49089,2026-08-11T05:31:55.720244Z,INR,13753,cancelled
ORD_42_184,M_1001,REF_184,CUST_22936,2026-08-21T05:31:55.720249Z,INR,170531,paid
ORD_42_185,M_1001,REF_185,CUST_42714,2026-08-27T05:31:55.720253Z,INR,197817,created
ORD_42_186,M_1001,REF_186,CUST_16206,2026-08-22T05:31:55.720258Z,INR,5442,paid
ORD_42_187,M_1001,REF_187,CUST_15634,2026-08-24T05:31:55.720263Z,INR,124241,paid
ORD_42_188,M_1001,REF_188,CUST_36961,2026-07-29T05:31:55.720268Z,INR,57238,paid
ORD_42_189,M_1001,REF_189,CUST_16794,2026-08-04T05:31:55.720272Z,INR,96803,paid
ORD_42_190,M_1001,REF_190,CUST_39797,2026-07-29T05:31:55.720277Z,INR,196164,paid
ORD_42_191,M_1001,REF_191,CUST_10733,2026-07-29T05:31:55.720281Z,INR,81636,paid
ORD_42_192,M_1001,REF_192,CUST_1683,2026-07-30T05:31:55.720286Z,INR,81877,paid
ORD_42_193,M_1001,REF_193,CUST_24597,2026-08-16T05:31:55.720290Z,INR,187536,paid
ORD_42_194,M_1001,REF_194,CUST_38804,2026-08-06T05:31:55.720295Z,INR,164527,paid
ORD_42_195,M_1001,REF_195,CUST_45692,2026-08-04T05:31:55.720299Z,INR,79158,paid
ORD_42_196,M_1001,REF_196,CUST_39349,2026-08-03T05:31:55.720304Z,INR,31833,paid
ORD_42_197,M_1001,REF_197,CUST_37089,2026-08-03T05:31:55.720308Z,INR,10866,paid
ORD_42_198,M_1001,REF_198,CUST_28075,2026-08-07T05:31:55.720312Z,INR,97242,paid
ORD_42_199,M_1001,REF_199,CUST_42438,2026-08-18T05:31:55.720317Z,INR,3416,paid
ORD_42_200,M_1001,REF_200,CUST_32126,2026-08-25T05:31:55.720321Z,INR,113745,cancelled
ORD_42_201,M_1001,REF_201,CUST_41654,2026-07-31T05:31:55.720326Z,INR,120617,paid
ORD_42_202,M_1001,REF_202,CUST_28541,2026-08-23T05:31:55.720331Z,INR,192460,paid
ORD_42_203,M_1001,REF_203,CUST_42629,2026-08-20T05:31:55.720336Z,INR,161557,paid
ORD_42_204,M_1001,REF_204,CUST_35270,2026-08-04T05:31:55.720346Z,INR,126845,paid
ORD_42_205,M_1001,REF_205,CUST_47909,2026-08-10T05:31:55.720351Z,INR,70458,paid
ORD_42_206,M_1001,REF_206,CUST_16089,2026-08-02T05:31:55.720355Z,INR,22818,paid
ORD_42_207,M_1001,REF_207,CUST_29544,2026-08-21T05:31:55.720360Z,INR,196832,paid
ORD_42_208,M_1001,REF_208,CUST_39999,2026-08-07T05:31:55.720364Z,INR,99449,paid
ORD_42_209,M_1001,REF_209,CUST_32395,2026-08-01T05:31:55.720369Z,INR,85300,paid
ORD_42_210,M_1001,REF_210,CUST_13902,2026-08-17T05:31:55.720373Z,INR,67825,paid
ORD_42_211,M_1001,REF_211,CUST_39070,2026-08-06T05:31:55.720378Z,INR,72522,paid
ORD_42_212,M_1001,REF_212,CUST_33858,2026-07-29T05:31:55.720382Z,INR,50184,paid
ORD_42_213,M_1001,REF_213,CUST_47191,2026-08-15T05:31:55.720387Z,INR,128177,paid
ORD_42_214,M_1001,REF_214,CUST_15750,2026-08-06T05:31:55.720391Z,INR,124904,paid
ORD_42_215,M_1001,REF_215,CUST_32167,2026-08-14T05:31:55.720396Z,INR,4620,paid
ORD_42_216,M_1001,REF_216,CUST_14523,2026-08-16T05:31:55.720400Z,INR,181447,paid
ORD_42_217,M_1001,REF_217,CUST_43514,2026-08-10T05:31:55.720405Z,INR,96836,paid
ORD_42_218,M_1001,REF_218,CUST_34795,2026-08-17T05:31:55.720409Z,INR,111643,cancelled
ORD_42_219,M_1001,REF_219,CUST_36071,2026-08-18T05:31:55.720414Z,INR,92325,paid
ORD_42_220,M_1001,REF_220,CUST_17755,2026-08-19T05:31:55.720418Z,INR,66003,paid
ORD_42_221,M_1001,REF_221,CUST_47271,2026-08-22T05:31:55.720422Z,INR,82819,paid
ORD_42_222,M_1001,REF_222,CUST_35119,2026-07-29T05:31:55.720427Z,INR,199903,paid
ORD_42_223,M_1001,REF_223,CUST_12553,2026-08-22T05:31:55.720431Z,INR,193720,paid
ORD_42_224,M_1001,REF_224,CUST_47487,2026-08-10T05:31:55.720436Z,INR,199383,paid
ORD_42_225,M_1001,REF_225,CUST_18547,2026-08-25T05:31:55.720440Z,INR,50986,paid
ORD_42_226,M_1001,REF_226,CUST_23651,2026-08-23T05:31:55.720444Z,INR,79337,created
ORD_42_227,M_1001,REF_227,CUST_35006,2026-08-24T05:31:55.720449Z,INR,72009,created
ORD_42_228,M_1001,REF_228,CUST_3574,2026-08-11T05:31:55.720453Z,INR,76681,paid
ORD_42_229,M_1001,REF_229,CUST_8276,2026-08-08T05:31:55.720457Z,INR,197439,paid
ORD_42_230,M_1001,REF_230,CUST_804,2026-08-10T05:31:55.720464Z,INR,74637,paid
ORD_42_231,M_1001,REF_231,CUST_28867,2026-08-18T05:31:55.720469Z,INR,48429,cancelled
ORD_42_232,M_1001,REF_232,CUST_16547,2026-07-29T05:31:55.720474Z,INR,125333,paid
ORD_42_233,M_1001,REF_233,CUST_4283,2026-08-16T05:31:55.720479Z,INR,129008,paid
ORD_42_234,M_1001,REF_234,CUST_41252,2026-08-07T05:31:55.720484Z,INR,14153,paid
ORD_42_235,M_1001,REF_235,CUST_36887,2026-07-29T05:31:55.720489Z,INR,79748,paid
ORD_42_236,M_1001,REF_236,CUST_16266,2026-08-25T05:31:55.720494Z,INR,146395,paid
ORD_42_237,M_1001,REF_237,CUST_39736,2026-08-09T05:31:55.720498Z,INR,162214,paid
ORD_42_238,M_1001,REF_238,CUST_34248,2026-08-16T05:31:55.720503Z,INR,118199,paid
ORD_42_239,M_1001,REF_239,CUST_19488,2026-08-01T05:31:55.720507Z,INR,154378,cancelled
ORD_42_240,M_1001,REF_240,CUST_20014,2026-08-10T05:31:55.720512Z,INR,162898,paid
ORD_42_241,M_1001,REF_241,CUST_48503,2026-08-25T05:31:55.720516Z,INR,54570,paid
ORD_42_242,M_1001,REF_242,CUST_17344,2026-08-07T05:31:55.720521Z,INR,21382,paid
ORD_42_243,M_1001,REF_243,CUST_11392,2026-08-11T05:31:55.720526Z,INR,19777,paid
ORD_42_244,M_1001,REF_244,CUST_26773,2026-08-14T05:31:55.720530Z,INR,180814,paid
ORD_42_245,M_1001,REF_245,CUST_19088,2026-08-27T05:31:55.720535Z,INR,60780,paid
ORD_42_246,M_1001,REF_246,CUST_18529,2026-08-06T05:31:55.720539Z,INR,119121,paid
ORD_42_247,M_1001,REF_247,CUST_15298,2026-07-30T05:31:55.720544Z,INR,69451,paid
ORD_42_248,M_1001,REF_248,CUST_40964,2026-08-10T05:31:55.720548Z,INR,173425,paid
ORD_42_249,M_1001,REF_249,CUST_12965,2026-08-15T05:31:55.720553Z,INR,30187,paid
ORD_42_250,M_1001,REF_250,CUST_42444,2026-08-24T05:31:55.720557Z,INR,69733,paid
ORD_42_251,M_1001,REF_251,CUST_4680,2026-08-27T05:31:55.720562Z,INR,43595,paid
ORD_42_252,M_1001,REF_252,CUST_38997,2026-08-05T05:31:55.720566Z,INR,149314,paid
ORD_42_253,M_1001,REF_253,CUST_28781,2026-08-25T05:31:55.720571Z,INR,122966,paid
ORD_42_254,M_1001,REF_254,CUST_45858,2026-08-16T05:31:55.720576Z,INR,71467,paid
ORD_42_255,M_1001,REF_255,CUST_32362,2026-08-14T05:31:55.720580Z,INR,21187,paid
ORD_42_256,M_1001,REF_256,CUST_28314,2026-08-05T05:31:55.720587Z,INR,84594,paid
ORD_42_257,M_1001,REF_257,CUST_1696,2026-08-26T05:31:55.720591Z,INR,60111,cancelled
ORD_42_258,M_1001,REF_258,CUST_37697,2026-08-10T05:31:55.720596Z,INR,5538,cancelled
ORD_42_259,M_1001,REF_259,CUST_44059,2026-08-02T05:31:55.720601Z,INR,70750,paid
ORD_42_260,M_1001,REF_260,CUST_49563,2026-08-23T05:31:55.720605Z,INR,123438,paid
ORD_42_261,M_1001,REF_261,CUST_28982,2026-07-30T05:31:55.720610Z,INR,73017,paid
ORD_42_262,M_1001,REF_262,CUST_38361,2026-08-15T05:31:55.720614Z,INR,166505,paid
ORD_42_263,M_1001,REF_263,CUST_5980,2026-08-13T05:31:55.720619Z,INR,91315,paid
ORD_42_264,M_1001,REF_264,CUST_21041,2026-08-07T05:31:55.720623Z,INR,27520,paid
ORD_42_265,M_1001,REF_265,CUST_21615,2026-08-15T05:31:55.720628Z,INR,181942,paid
ORD_42_266,M_1001,REF_266,CUST_43424,2026-07-29T05:31:55.720632Z,INR,105076,paid
ORD_42_267,M_1001,REF_267,CUST_36052,2026-08-27T05:31:55.720637Z,INR,119329,paid
